neighborhood,address,units,confirmed_apartment,company,naics,company_buildings_in_target
Nob Hill,960 Pine St,12,yes,Bryan Thornton,531110,1
Nob Hill,1615 California St,,,California & Polk Center LLC,53,1
Nob Hill,1430 Bush St,,,Canepa Andrew M,531110,1
Nob Hill,1233 California St,36,yes,Canizales Maria,531110,1
Nob Hill,1185 Pine St,17,yes,Cassil Rob,53,1
Nob Hill,1175 Clay St,6,yes,Chan Alberta & Chinn Vicent,531110,1
Nob Hill,1181 Clay St,7,yes,Chan Pauline,531110,1
Nob Hill,1445 Larkin St,7,yes,Chang Lawrence,531110,1
Nob Hill,955 Pine St,20,yes,Chen Hsiu-Chi Etal,53,1
Nob Hill,1142 Jackson St,6,yes,Cheng Christina M,531110,1
Nob Hill,1005 Hyde St,22,yes,Chin Harry & Chin Jennie Jay,531110,1
Nob Hill,1005 Powell St,4,yes,Chinatown Sros LLC,531110,1
Nob Hill,1010 Post St,40,yes,Chong Edmond & Wan Mei,531110,1
Nob Hill,1105 Bush St,29,yes,Chris & Elizabeth Dressel,531110,1
Nob Hill,1610 Taylor St Apt 3,5,yes,Citibrokers Inc,531210,1
Nob Hill,846 Bush St,32,yes,"City Place, LLC",531110,1
Nob Hill,1101 Sutter St,,,Clyde Properties LLC,53,1
Nob Hill,1055 Washington St,13,yes,Corrinne B Lee Rev Tr Suzanne Lee Cooper,531110,1
Nob Hill,1310 Jones St,,,Crest Royal Corp,531110,1
Nob Hill,940 Post St,35,yes,Crosby Apartments Lp,531110,1
Nob Hill,1080 Post St,20,yes,Cusing M & S,531110,1
Nob Hill,1207 Bush St,13,yes,Cusing Mark And Sophia Revocable Living Trust,531110,1
Nob Hill,1230 Hyde St,12,yes,Dang Helen P,531110,1
Nob Hill,1065 Bush St,30,yes,Daniel H. Hallford & Glen Hallford,531110,1
Nob Hill,1531 Clay St #1535,6,yes,Danny & Denise Wong 2012 Family Trust,53,1
Nob Hill,1216 Clay St,6,yes,Dare Richard,531110,1
Nob Hill,1302 Taylor St,12,yes,Davis J Davis M,531110,1
Nob Hill,830 Post St,20,yes,Decomo Deborah/Caridis Anthony,53,1
Nob Hill,1469 Sacramento St,7,yes,Desmond Gee,531110,1
Nob Hill,1441 Clay St,12,yes,Divco Group LLC,531110,1
Nob Hill,1346 Pine St,36,yes,Dogwood Bp Lp,531110,1
Nob Hill,1645 Clay St Apt 2,6,yes,Donald Chan,53,1
Nob Hill,1033 Washington St #,3,yes,Double Agent Ventures LLC,531110,1
Nob Hill,729 Jones St Apt 404,40,yes,Drexlir Pothier,531210,1
Nob Hill,850 Leavenworth St,36,yes,"Empire Court Apartments, LLC",531110,1
Nob Hill,1436 California St #38,12,yes,Everlasting Success Inc,531110,1
Nob Hill,1656 Taylor St,7,yes,Exph Flaghouse LLC,531110,1
Nob Hill,1430 Sacramento St,7,yes,Filbert Fll Apts. Lp,531110,1
Nob Hill,745 Hyde St,23,yes,Flynn Russell B,531110,1
Nob Hill,1235 Hyde St,20,yes,Fong Fook H & Han Tai,531110,1
Nob Hill,1233 Taylor St,6,yes,Fong Harvey & Fong William & Lee Raymond,531110,1
Nob Hill,1228 Taylor St,6,yes,Fong Harvey & Yee Gary & Fong William & Lee Raymond,531110,1
Nob Hill,1556 Taylor St,10,yes,Fong K P Etal,531110,1
Nob Hill,1434 Jones St,12,yes,Fong Katherine,531110,1
Nob Hill,1342 Jones St,9,yes,Fong Katherine A,531110,1
Nob Hill,1144 Pine St,24,yes,Frank Properties,"53, 531110",1
Nob Hill,1290 Jackson St,15,yes,"Gbp 1290 Jackson Owner, LLC",531110,1
Nob Hill,1418 Leavenworth St,11,yes,"Gbp 1418 Leavenworth Owner, LLC",531110,1
Nob Hill,1011 Washington St,16,yes,Gee Anita S,531110,1
Nob Hill,1601 Sacramento St,20,yes,Gee Trust,53,1
Nob Hill,730 Pine St,4,yes,Gerhardt W A /Schlenzig M P,531110,1
Nob Hill,821 Pine St,25,yes,Goodrich J Goodrich N,531110,1
Nob Hill,1260 California St,12,yes,Gothelf Michael J,531110,1
Nob Hill,1216 Taylor St. Apt 29,10,yes,Gst Exempt Trust Under The May Kwan Leong Kwok Trust,531110,1
Nob Hill,825 Jones St,18,yes,H/S Trust I,53,1
Nob Hill,1270 Pine St,24,yes,Hallford Survivors & Martial Trust,531110,1
Nob Hill,895 Sutter St,33,yes,Hawthorne/Stone Sutter St Trust,53,1
Nob Hill,1242 Taylor St,7,yes,Henry & Shui Lee Trust,531110,1
Nob Hill,810 Jones St,21,yes,Hirsch Julian M,531110,1
Nob Hill,1190 Pine St,33,yes,Hk Wolls Enterprise Inc,531110,1
Nob Hill,1140 Clay St,10,yes,Hom Alexander & Hom Clarence,531110,1
Nob Hill,1375 California St,19,yes,Hom Ben L & Fong Lydia,531110,1
Nob Hill,1011 Hyde St,7,yes,Hom Ging Lam,531110,1
Nob Hill,1390 Washington St,11,yes,Hom Loy Woon Etal,531110,1
Nob Hill,1031 Clay St,6,yes,Hong H Hong J Yee R,531110,1
Nob Hill,908 Vallejo St,6,yes,Hong Lauren,531110,1
Nob Hill,1171 Clay St,6,yes,Hong Peggy,531110,1
Nob Hill,1520 California St,13,yes,Hurley James W,531110,1
Nob Hill,1500 Taylor St,3,yes,Inspiration Real Estate Inc,53,1
Nob Hill,979 Sutter St,24,yes,Inzerillo Anthony J,531110,1
Nob Hill,1125 Mason St #8,8,yes,Irene Ai Fang Wong Lifetime Qtip Trust,531110,1
Nob Hill,1420 Jones St,12,yes,Jayne Yee,531110,1
Nob Hill,1465 Pine St,35,yes,Jbm&K Silver Lp,531110,1
Nob Hill,800 Bush St,31,yes,Jeanne M Mazeris,531110,1
Nob Hill,1242 Pacific Ave,,,Jee Family Trust,531110,1
Nob Hill,1137 Bush St,8,yes,Jim Babcock,531110,1
Nob Hill,940 Jones St,8,yes,Jones & Bush LLC,53,1
Nob Hill,729 Jones St,40,yes,Jones Street Terrace Assocs Lp,531110,1
Nob Hill,1337 California St,8,yes,Judy Gee Of The Gee Family Trs,531110,1
Nob Hill,26 Glover St,4,yes,Jung Chuck S,53,1
Nob Hill,1112 Larkin St,38,yes,Jung Joe Ling,531110,1
Nob Hill,1135 Bush St,24,yes,Kam Wilson,531110,1
Nob Hill,1521 Jones St,6,yes,Kauri Hills LLC,531110,1
Nob Hill,1100 Clay St,6,yes,Ke Holdings LLC,53,1
Nob Hill,872 Sutter St,20,yes,Kennedy Charles E Trust,531110,1
Nob Hill,1345 Sacramento St,,,Koo Ming D & Manling Har H,531110,1
Nob Hill,1549 Jones St,7,yes,Kwan Anson,531110,1
Nob Hill,1179 Pine St,6,yes,Kwan Chuk W,531110,1
Nob Hill,830 Hyde St,20,yes,Lai King Quan Properties LLC,531110,1
Nob Hill,1665 Clay St Apt 4,12,yes,Laurinda Andrew Quong Family Trust,531110,1
Nob Hill,1250 Hyde St Apt 6,6,yes,Lee Ding Bong,53,1
Nob Hill,1508 Taylor St,8,yes,Lee Ding Bong & Lee Sau Fong,53,1
Nob Hill,1650 Sacramento St,6,yes,Lee Donald Y,531110,1
Nob Hill,1455 Sacramento St,7,yes,Lee Florence,531110,1
Nob Hill,1205 Hyde St,11,yes,Lee James C & Regina Ps,531110,1
Nob Hill,1534 Sacramento St,5,yes,Lee John M,531110,1
Nob Hill,1196 Broadway St,12,yes,Lee Milton Lee Tsui Kiu,531110,1
Nob Hill,725 Hyde St,16,yes,Lee Nolan / Lee May Ha,531110,1
Nob Hill,601 Stockton St,9,yes,Lee Stanley B & May Yee,531110,1
Nob Hill,1357 Clay St,13,yes,Levin Feralee And Rushakoff Susan,531110,1
Nob Hill,1361 California St,5,yes,Lew Po S Marital Trust,531110,1
Nob Hill,1220 Pacific Ave,,,Li Shao Gang,53,1
Nob Hill,1000 Sutter St,,,Lieberman Irene,531110,1
Nob Hill,729 Hyde St,11,yes,Linda Tam,531110,1
Nob Hill,1644 Taylor St,17,yes,Litke Properties Inc & Litke Jeffrey E,531110,1
Nob Hill,1487 Sacramento St,12,yes,Liu Family 2012 Irrevocable Trust,531110,1
Nob Hill,845 Hyde St,16,yes,Louie George C,531110,1
Nob Hill,934 Broadway #938,3,yes,Louise Y Fung Revocable Trust Dtd 8/4/1988,531110,1
Nob Hill,1517 Jones St,6,yes,Low Lindbergh G,531110,1
Nob Hill,766 Sutter St,30,yes,Lucerne Apartments LLC,531110,1
Nob Hill,1221 Hyde St Apt 7,7,yes,Lui Foon & Shirley,531110,1
Nob Hill,1121 Clay St,6,yes,Lum Craig & Rochelle,531110,1
Nob Hill,1050 Clay St,6,yes,Ma Yuet Har,53,1
Nob Hill,1355 Mason St,16,yes,Mac Family Trust,531110,1
Nob Hill,1501 Larkin St,34,yes,Macsweeny S/Johnston S/ Et Al,531110,1
Nob Hill,765 Sutter St,24,yes,Madison Apartments Sf Lp,531110,1
Nob Hill,1180 Jackson St,6,yes,Malick John/Dong Tr/Lem Liv Tr,53,1
Nob Hill,14 Wetmore St,,,Mardikian Haig G,531311,1
Nob Hill,724 Leavenworth St,14,yes,Martland George A & Kathleen,531110,1
Nob Hill,840 Taylor St,7,yes,Mary Louise Beecroft,531110,1
Nob Hill,1465 Pine St,35,yes,Mcevoy Properties,531110,1
Nob Hill,1325 Sacramento St,6,yes,Mechetti Paul R,531110,1
Nob Hill,1380 Washington St,8,yes,"Mfa 1380 Washington, LLC",531110,1
Nob Hill,1345 Sacramento St,,,Ming & Manling Koo 2012 Irrevocable Trust,531110,1
Nob Hill,602 Mason St,21,yes,Minhall Inc,531110,1
Nob Hill,1171 Bush St,16,yes,Murphy Daniel,531110,1
Nob Hill,1086 Bush St,9,yes,Murphy Dennis A & Mary Jo,531311,1
Nob Hill,955 Bush St,36,yes,Neer Rita & Katz J F,531110,1
Nob Hill,1254 Taylor St,14,yes,Ng Siu Chuen & Hung Ng Shiu Quan,531110,1
Nob Hill,1155 Jones St,24,yes,Nob Hill Place Apartments,531110,1
Nob Hill,959 Powell St,12,yes,Nob Hill Rock LLC,531110,1
Nob Hill,1020 Pine St,8,yes,Noe Vista LLC,531110,1
Nob Hill,1560 Van Ness Ave Fl 2,,,Nrt West Inc,531210,1
Nob Hill,1335 Larkin St,22,yes,Ocean Cregg LLC,531110,1
Nob Hill,1333 Bush St,,,On Lok Community Housing Inc,531110,1
Nob Hill,1455 Clay St,12,yes,Ong Edward,531110,1
Nob Hill,643 Mason St,10,yes,Opmc 643 Mason LLC,531110,1
Nob Hill,1330 Jones St,37,yes,Otrera Real Estate LLC,531110,1
Nob Hill,1219 Taylor St,10,yes,Ow Sandra,531110,1
Nob Hill,925 Jones St,31,yes,Palmer John T,531110,1
Nob Hill,860 Bush St,39,yes,Palmer Loveday Kilduff & Etal,531110,1
Nob Hill,1485 Pine St,24,yes,Patel Devendra M,531110,1
Nob Hill,27 Dashiell Hammett St,35,yes,Patel Narendrakumar/Jashuben,531110,1
Nob Hill,890 Bush St,30,yes,Peil Jerrold,531311,1
Nob Hill,729 Mason St Box 604,,,Perry Annette,531110,1
Nob Hill,1725 Clay St Ste 102,8,yes,Pillar Capital Group,531390,1
Nob Hill,1725 Clay St Ste 102,8,yes,Pillar Capital Real Estate,531311,1
Nob Hill,1111 Pine St,30,yes,"Pine Street Residence, LLC",531110,1
Nob Hill,1035 Pine St,38,yes,Pine Street Terrace Apts Lp,531110,1
Nob Hill,1390 California St,,,Pivnick Janet,531110,1
Nob Hill,1595 Clay St,38,yes,Podesta Family LLC,53,1
Nob Hill,1000 Mason St Apt 504,40,yes,Portico West Inc.,531210,1
Nob Hill,1380 Washington St,8,yes,Prudence Investment & Assets Mgmt Co Inc,531110,1
Nob Hill,1073 Bush St,11,yes,Quan Family Trust,531110,1
Nob Hill,1300 Sacramento St Apt 202,22,yes,Quinn Peter T,531311,1
Nob Hill,890 Bush St,30,yes,Ralston Captial - Sf Multifamily IV LLC,531110,1
Nob Hill,1144 Clay St,6,yes,Raul Arriaza,531110,1
Nob Hill,1254 Taylor St Apt 15,14,yes,Raymond Ng,531110,1
Nob Hill,1134 Hyde St,13,yes,Richard Yee,531110,1
Nob Hill,825 Bush St,32,yes,Richardson H Michael,531110,1
Nob Hill,1553-63 Pine St Apts,,,Ricossa Ronald A,531110,1
Nob Hill,1240 California St,15,yes,Riordan Sally R,531110,1
Nob Hill,1007 Sutter St,38,yes,Robertson Bradley,53,1
Nob Hill,1360 Clay St,12,yes,Rodney & Marian Owyang Trust - Clay,531110,1
Nob Hill,1250 Taylor St,17,yes,Romel 2400 Vn LLC,531110,1
Nob Hill,1650 California St,32,yes,Romel Sfapt LLC,531110,1
Nob Hill,1708 Sacramento St #1720,,,Rosenberg Emily Jane,53,1
Nob Hill,1124 Leavenworth St,6,yes,Rupke Family Trust,531110,1
Nob Hill,1370 Washington St,7,yes,Ruxton Revocable Trust,531110,1
Nob Hill,1490 Sacramento St,32,yes,Sacramento-Hyde Associates,531110,1
Nob Hill,1285 Sutter St,,,"Sares Regis Management Co., Lp",531311,1
Nob Hill,1253 Bush St,40,yes,Schmidt Carmen,531110,1
Nob Hill,1144 Larkin St Apt 11,18,yes,Seljuk Investments LLC,531110,1
Nob Hill,726 Bush St,16,yes,Sf 1f 726 Bush LLC,531110,1
Nob Hill,736 Leavenworth St,9,yes,Sf Multifamily Pools 2-3 (B) Owner LLC,531110,1
Nob Hill,1369 Sacramento St,7,yes,Shane Lawrence,531110,1
Nob Hill,1447 Jones St,9,yes,Silvani Helen Hagey,531110,1
Nob Hill,490 Post St Ste 939,,,Sima Space,53,1
Nob Hill,1125 Taylor St,6,yes,Sitter Mary Melissa,53,1
Nob Hill,1630 California St,40,yes,Smith-Brennan Properties LLC,531110,1
Nob Hill,830 Sutter St,16,yes,Sophia Apartments Lp,531110,1
Nob Hill,780 Post St,39,yes,St Francis Terrace LLC,531110,1
Nob Hill,542 Mason St,32,yes,Stamper Bruce,53,1
Nob Hill,1160 Clay St,15,yes,Starlight Psj1 Associates LLC,531110,1
Nob Hill,956 Post St,33,yes,Steven M Tappe,531110,1
Nob Hill,1650 Jones St,14,yes,Steven Walz,531110,1
Nob Hill,1233 Polk St,24,yes,"Sunjin & Polk, Inc.",531110,1
Nob Hill,1156 Sutter St,18,yes,Sutter Street Apartments LLC,531110,1
Nob Hill,935 Sutter St,30,yes,Sutter Street II Trust,53,1
Nob Hill,1257 Bush St,35,yes,"Swift Fremont Tech Investors, LLC",531110,1
Nob Hill,1620 Jones St,8,yes,Tai Loy Lau Etal,531110,1
Nob Hill,1728 Jones St # 1730,6,yes,Tarnopolsky Family Trust,531110,1
Nob Hill,900 Taylor St,6,yes,Taylor Apex LLC,531110,1
Nob Hill,1624 California St,,,Tcgsf Inc,531210,1
Nob Hill,1062 Sutter St,24,yes,Teksler Family Trust,531110,1
Nob Hill,1040 Mason St,14,yes,Ten Forty Mason LLC,531110,1
Nob Hill,1250 Pine St,11,yes,The Lynn S. Que Living Trust,531110,1
Nob Hill,930 Sutter St,36,yes,The Pharoah/Nob Hill Associate,531110,1
Nob Hill,1238 Sutter St,37,yes,The Sutter North Owners Association,531311,1
Nob Hill,1045 Leavenworth St,6,yes,Thomas David,531110,1
Nob Hill,755 Pine St,8,yes,Tom And  Tom LLC,531110,1
Nob Hill,1134 Jackson St,6,yes,Toms & Jeannie Soo Hoo Rev Suc Trustee Jeannie Soo Hoo,531110,1
Nob Hill,1270 California St,9,yes,Tong Jang Shee & James P Etal,531110,1
Nob Hill,725 Pine St Apt 307,22,yes,Travis Kester,531110,1
Nob Hill,1355 California St,11,yes,Trust B-1 Of The Residuary,531110,1
Nob Hill,1137 Hyde St,16,yes,U021009 Fit Trust,53,1
Nob Hill,1730 Leavenworth St #1732,3,yes,Volta Partners LLC,53,1
Nob Hill,900 Bush St,,,Wai John E,531110,1
Nob Hill,810 Hyde St,32,yes,Wall Company,531110,1
Nob Hill,1492 California St,9,yes,Wang Min J & Fun Yui,531110,1
Nob Hill,1245 Washington St,6,yes,Washington Street Investments LLC,531110,1
Nob Hill,1085 Washington St,19,yes,Webco Group LLC,"53, 531110",1
Nob Hill,1082 Pine St,6,yes,West Ozro,531311,1
Nob Hill,1082 Pine St,6,yes,West Ozro E,531311,1
Nob Hill,950 Pine St,38,yes,Whelan J/Macsweeney S/Et Al,531110,1
Nob Hill,1815 Jones St,3,yes,William R Canihan Trustee,531110,1
Nob Hill,962 Jones St,,,Wong Clifton M,531110,1
Nob Hill,1540 Leavenworth St,,,Wong Frank Yuk Shu & Susan,531390,1
Nob Hill,1142 Hyde St,6,yes,Wong Harvey Way,531110,1
Nob Hill,1020 Bush St,13,yes,Wong Jones Teresa K,531110,1
Nob Hill,1533 Larkin St,6,yes,Wong Lonnie,531110,1
Nob Hill,115 Wetmore St,5,yes,Woon Benson Etal,53,1
Nob Hill,830 Bush St,37,yes,Wortam California Lp,531110,1
Nob Hill,1041 Washington St,6,yes,Woytak Family Trust,531110,1
Nob Hill,1041 Washington St,6,yes,Woytak Lidia & Lillian,53,1
Nob Hill,1037 Clay St,8,yes,Wu Ronald Wu Lillian,531110,1
Nob Hill,1036 Jackson St,6,yes,Wu Ronald Wu Lillian Kim Joanna,531110,1
Nob Hill,1062 Pacific Ave,,,Yee E Yee H Yee H & Yee J,531110,1
Nob Hill,815 Bush St #1,7,yes,Yee Willy King,531110,1
Nob Hill,970 Post St,29,yes,Young 1989 Family Trust The,531110,1
Nob Hill,1345 Taylor St,32,yes,Young Alfred,531110,1
Nob Hill,1513 Taylor St,6,yes,Young Howard,531110,1
